ID;Deal ID;Contract number;Contract date;Contract expiration date;Duration of the agreement;Comment on contract
VhTsjRdM;7535;;2017;2022;5;The project will take five years to complete, and generate employment, enhance trade and tourism.
VCtrJcN6;7545;4006/5/A&L/1414;2009-11-23;;;The housing project of Jolshiri Abason was accepted by the government in principle through PMs office, AFD, Administration and Management Directorate, Dhaka Cantonment letter no 4006/5/A&L/1414 dated 23 Nov 2009.
AA4siBN1;7560;IUPHHK-HT No. 2 th 2008;2008-01-03;;35;
BPtgmPhm;7561;iuphhk-ht no. 236/menhut II/2011;2011-04-21;;;
PM2tlbuz;7562;SK No. 931/Kpts-II/1999 jo. SK.484/Menhut-II/2011;1999-10-14;;;
GHHm85Pa;7562;SK.484/Menhut-II/2011;2011-08-19;;;
EOtJo47R;7563;No.SK603/Menhut-II/2009;2009-10-02;;;
Eu-jJY-Z;7564;SK HTI no 87/menhut IV/2007;2007-03-22;2027;20;
QBR8GetG;7566;sk hti no. 153/2002;2002-05-31;;35;
5O0dTUKg;7567;No SK.719/MENHUT-II/2009;2009-10-19;;35;
r17qGIVv;7567;SK.326/Menlhk/Setjen/PLA.2/7/2018;2018-07-23;;;regarding Permit Work Area Determination Business of Utilization of Timber Business Results in PT Wana Hijau Industrial Plantation Forest Pesaguan area of ​​80,024 Ha
3hnwuJgF;7568;216/Kpts-V/1992;1992-02-21;;35;
PO1KI7QG;7569;201/Menhut-II/2011;2011-04-08;;;
vVsxBDdQ;7580;sk.322/MENHUT-II/2009;2009-05-29;;35;
08waarKc;7581;SK.481/Menhut-II/2013;2013-07-04;;36;
1mmrHt1q;7582;SK.79/kpts-11/1997;1997-06-02;1997;35;
EVpbcUCH;7583;532 tahun 2009;2009-12-30;;;Permitted Area (Izin Lokasi)
ZikGFyuw;7583;165/DPMPTSP-D B/2019;2019-04-22;;;"Plantation Business Permit 
(Izin Usaha Perkebunan)"
h8SJVNPn;7584;sk 631/menhut-ii/2013;2013-09-23;;60;
sLDlSRGp;7585;SK.670/MENHUT-II/2009;2009-10-15;;35;
k2piYImc;7586;sk 59/menhut-ii/2007;2007-02-22;;;
vh_wUcod;7587;sk 231/menhut-ii/2013;2013-04-04;;3;every 3 years company should re permit
6CA10yo7;7589;SK. 1616/Kpts-II/2001;2001-10-31;;;
2Iz67zZ9;7590;SK.337/Menhut-II/2004;2004-09-17;;;About Permission Business Utilization of Timber Forest Products In imber Company Class Plantation Fiber
PLw3uPe7;7590;SK.688/Menhut-II/2010;2010-12-13;;;Addendum to the Decree of the Minister of Forestry
YD6E2nD-;7591;401/Menhut-II/2006;2006-07-19;;;
A2sCDSuW;7591;SK.333/Menlhk/Setjen/PLA.2/7/2018;2018-07-15;;;
d5SxTinr;7593;SK.351/Menhut-II/2004;2004-08-05;;;
MVo9t-kv;7593;SK 44/MENHUT-II/2005;2005-01-01;;;add
WGVO9dWJ;7594;SK697/mENHUT-II/2010;2010-12-16;2070-12-16;60;
xg3nLh7n;7596;366/Kpts- II/2003;2003-05-07;;;
0BtyZN6d;7596;SK.687/Menhut-  II/2010;2010-12-13;;;
row0_CWV;7597;SK.390/MENHUT-II/2006;2006;;35;
UoI9M4SI;7598;SK HTI:308/MENHUT-II/2011;2011-02-06;;;
3hRA0kbW;7599;sk hti 169/menhut-ii/2005;2005-06-16;;;for forest plantation
myVo0Usc;7599;Minister of Forestry Decree SK Menhut No 252/Menhut-IV/1998;1998-02-26;;;for rubber plantation
L_pUFkTA;7600;338/Menhut-II/2004;2004-09-07;;;
ckd-Q2i_;7600;417/Menhut-II/2004;2004-10-19;;;Addendum: concerning the Renewal of Business Permit for the Utilization of Timber Forest Products in Plantation Forests
a7Fn7zBO;7601;sk 583/kpts-ii/1997;1997-09-05;;;SK No. 583/Kpts-II/1997 jo. SK.611/Menhut-II/2012 tgl. 31 Oktober 2012
Z3Z-AsH_;7602;SK. 747/Menhut-II/2012;2012-12-21;;;
SAbqnFYZ;7603;sk 5984/menhut-iv/brpuk/2014;2014;;;
_GeZUG8E;7604;sk 47/menhut-ii/2006;2006-03-06;;;First contract signed in 1992 (sk hti 224/Kpts-II/92, 21-2-1992)
hLu2USxX;7605;SK No. 161/Kpts-II/1997;1997-03-24;;;
g097EOic;7606;SK BUPATI INDRAGILI NO.KPTS.74/IV/2002;2002-04-11;;35;
7cy_x0lm;7606;MENHUT NO.122/MENHUT II/2007;2007-04-02;2007;35;
JCdC0TtA;7607;sk:840/kps.840/kpts-II/1999;1993-07-06;2048-07-05;55;
edCTkOXo;7607;513/Menhut-II/2005;2005;;;
GiZnZ7CC;7608;sk hti:326/menhut-VI/BUH;2011;;;still an application, not yet approved
IgX-P8p5;7609;sk HTI:70/Menhut-II/2005;2005;;;Decision Letter: 1013/Kpts/III/Hut/2013 (18 Maret 2013)
AXHe1Zoq;7620;;;;25;The lease agreement is for 25 years.
VgPjlk9y;7621;;2009;;15;leased from 830 individual  Landowners as at April 2018)
XAO6-2zS;7625;;2010;2025;15;leased land directly from landowners.
qOyfwDGx;7626;Portant Concession De Baux Emphyteotiques [Convention 0006];2012-11-13;2062-11-12;50;Once renewable for a maximum of 49 years
Cg1fhqSI;7627;;2019;2034;15;The parties agreed that the company would log in to the community forest for 15 years and pay the community fees for the use of the land and the felling of timbers. 
fnFqgRKD;7628;;2012-11-13;2062-11-12;50;Renewable once for maximum 49 years
gCtm24mC;7629;;2015-04-22;2065-04-21;50;Mouila Lot 3 - 23,780ha. Period of 50 years, renewable once
a5x-aTk3;7629;;2016-09-27;2065-09-26;49;Mouila Lot 3 Extension - 14,530ha. 49 year lease, renewable to 99 year.
6v6xGP6n;7643;;;;;3482 land lease agreements
gUoOJY3h;7643;;2020-11-01;2021-10-01;;Size - 16 ha
5Ctfum6t;7651;;2007;;;
eotjRFAR;7654;;;;30;
pSKcAm9A;7657;;2017-04-26;2024-04-26;7;Under the judicial decision.
YcKExnww;7657;33434803;2019-09-23;2026-09-16;7;Land plot sized 11, 50 ha (leased in Matviivka village) 
wn3u6kJK;7657;37097239;2020-06-24;;;Land plot sized 1,4 ha (leased in Radoshimiv village)
JQ7bWSAA;7659;10-005A;2006;2036;30;Concession number 1051 which is FMU number 10-005(A) was classified in 2005-01-26. It was first attributed to STBK temporarily  from the year 2001-2004
ZxJcjahy;7663;№2 ;2013-10-16;2023-10-16;10;Size - 3,89 ha 
3TygpoeG;7668;;2016-07-01;;10;"Under the judicial decision, the Contract was concluded between natural person and Company 2016-07-01; overall size = 5,3698 ha; cadastral numbers are 4825486300:07:000:0675, 4825486300:01:000:1814, 4825486300:05:000:0641, 4825486300:01:000:1813 in Mykolaivska Region. Under the judicial decision this contract was recognised as unvalid 2018-06-14 (according to the information from decision there was forgery of documents)."
YOBEFVQG;7668;;2009-01-12;;5;"Under the judicial decision, the contract was concuded between natural person and Company in 2009; overall size = 5,67 hа; cadastral numbers are 4825486300:01:000:0352, 4825486300:07:000:0443 in Mykolaivska Region."
-3qEk7aK;7672;;2016-11-15;2115-11-15;99;
bCf7AtIw;7680;;2009-05-15;;;"The contract was concluded (oral agreement) between Company and the Head of local government regarding lease of reserve land without any payments: size 39 ha; this decision was illegal - the norms of land law was violated."
WjF0jTGW;7680;;2014-06-04;2017-11-02;3;The lease of lang belonging to the State. Size - 30 ha. Lease payment - 5% from monetary valuation of the land.
YHFmXatD;7683;;2014-02-09;;30;
biliphFW;7689;;2015-03-27;2035-03-27;20;"lease agreements of state-owned agricultural plots of land in the territory of Izyaslav district, Khmelnytskyi region.
Cadastral number: 6822183300:07:004:0455;    6822183300:07:004:0452;   6822183300:07:004:0453;   6822183300:07:004:0456



"
kF47D97L;7701;;2014-03-28;2029-03-28;15;The owner of land was State. Size - 2,1360 ha, cadastral number - 7123180500:03:002:0391 
eBWibMPJ;7701;1761558  ;2013-07-09;2022-12-21;9;"Cadastral number - 7123180500:03:002:0398
Size - 47,9813 ha"
BS2eDY3H;7701;5943685  04.06.2014;2014-06-04;2029-03-28;15;"Cadastral number - 7123180500:03:002:0457
Size - 20,0530 ha"
YSKG88D8;7722;;;;;"China EXIM Bank agreed to provide a loan of $215.96 million (Nepali Rupees 23.26 billion) on March, 2016 at 2% per annum

http://www.nepaliaviator.com/pokhara-regional-international-airport-facts-figures/"
hGCQb7M6;7726;;2016-03-31;2115-03-31;99;
FVJ64L_N;7729;;2019-03-29;2029-03-29;10;Size - 438 ha. It was decision issued by local government. But after checking several  cadastral numbers it was definied that not all land plots are leased by Hetmanske LLC. Some of them are leased by subsidiary company.
vP3-KgNb;7729;;2017-11-01;2025-11-01;7;Size - 231,61 ha. Lease of escheat. It was decision of local government.
JE0WnjMa;7729;;2021-03-25;2028;7;"Size - 4,965 ha
Cadastral number 7423682000:07:000:0958
It was decision of local government.
(date source #20)
"
JmaxyCEI;7729;;2021-03-25;2028;7;"Size - 5,3787 ha
Cadastral number 7423682000:07:000:0959
"
IUOXGraq;7729;;2021-03-25;2028;7;"Size - 2,7454 ha
Cadastral number 7423682000:07:000:0960
"
Bbw-hfIg;7729;;2021-03-25;2028;7;"Size - 6,184 ha
Cadastral number 7423682000:07:000:0961
"
4NjUmTY-;7729;;2021-03-25;2028;7;"Size - 5,2371 ha
Cadastral number 7423682000:07:000:0964
"
bt6sxKfQ;7729;;2021-03-25;2028;7;"Size - 5,2357 ha
Cadastral number 7423682000:07:000:0957
"
GtIIUnq4;7729;;2021-03-25;2028;7;"Size - 5,2584 ha
Cadastral number 7423682000:07:000:0963
"
QswhUOMK;7729;;2021-03-25;2028;7;"Size - 6,1736 ha
Cadastral number 7423682000:07:000:0955
"
V1rA0vSN;7729;;2021-03-25;2028;7;"Size - 5,985 ha
Cadastral number 7423682000:07:000:0954
"
uHiwJVRo;7729;;2021-03-25;2028;7;"Size - 4,7401 ha
Cadastral number 7423682000:07:000:0962
"
Aaxmxbbw;7729;;2021-03-25;2028;7;"Size - 5,2061 ha
Cadastral number 7423682000:07:000:0962
"
bnqSKzaZ;7729;;2021-03-25;2028;7;"Size - 70276,33 ha
Cadastral number 7423682000:07:000:0953
"
kMnSaUII;7729;;2021-03-25;2028;7;"Size - 5,3787 ha
Cadastral number 7423682000:07:000:0952
"
KlgoBmbl;7729;854;2019-10-23;2029;10;"Transfer to the lease of LLC ""Hetmanske""  for commercial agricultural production with a total area of ​​14.8295 hectares of hayfield at the expense of unclaimed land shares
(date source #21)
It was decision of local government.
"
OvWcO9KT;7738;6;2020-10-16;2045-10-16;25;"Cadastral number - 1223282000:03:001:0043
Size - 0,9153 ha
"
NYxFW_Vl;7738;58;2016-12-24;;;"Cadastral number - 223282000:03:001:0033
Size - 1,0672 ha"
y_1EIIUL;7739;;2009-02-25;;;Information about the contract is from the judicial decision. There also was mentioned about additional agreements 2014-05-12
5CUYIef9;7741;4АА002345-040671500012;2006-11-11;2023-12-19;17;"Under the information from local documents, the first contract was signed in 2006; the duration of this contract - 10 years. In 2016 the agreement to continue land lease was concluded; the duration of this contract is 7 years. Cadastral numbers -  6520680200:02:001:0002, 6520680200:02:001:0003, 6520680200:02:001:0004, 6520680200:02:001:0008, 6520680200:02:001:0005. Overall size = 307,8440 ha."
PAbVucOh;7741;4АА002118-040771500002;2007-08-08;2056-08-08;49;Cadastral number - 6520685200:04:032:0008. Size - 1,9674 ha.
-0EiwoTS;7741;4АА002118-041071500115;2010-09-22;2059-09-22;49;Cadastral number - 6520685200:04:056:0100. Size - 1,0956 ha
Rfl9vvcB;7741;;2017-03-20;;;"Cadastral number - 6520982000:07:021:0031
Size - 21,4939 ha
(data source #11)
"
E7JtLXw2;7741;;2017-03-20;;;"Cadastral number - 6520982000:05:006:0033
Size - 48,4148 ha"
RhfEfbcZ;7741;;2017-03-20;;;"Cadastral number - 6520982000:06:011:0005
Size - 28,5514 ha"
A-UAgVAA;7741;;2017-03-20;;;"Cadastral number - 6520982000:04:001:0270
Size - 128,066 ha"
BvV4sYqZ;7745;;2007-08;2010-04-16;;The decision was issued by the Head of the village council, but without the decision of the session of the Gubnitsky village council and the Order of the Haysyn district state administration. The owner of the land was State, so there was a violation of the law  - abuse of authority by the Head of the village council. Under the judicial decision, this contract was recognized as invalid.
dLX3huK0;7745;;2009-05-15;2010-04-16;;There was the decision of the session of the Gubnitsky village council, but without the Order of the Haysyn district state administration. The owner of the land was State, so there was a violation of the law  - abuse of authority by the Head of the village council. Under the judicial decision, this contract was recognized as invalid.
KYDlxshe;7746;;;;;No data
V_SWTlYQ;7747;;2016-01-07;;;There is no information for how long the lease  is
fg6tvGnf;7748;;2004-01-01;2070-01-01;66;
gFqFL678;7749;;2016-08-28;;;No information available for how long the lease
_Gnqsrn2;7750;;2015-01-10;2114-01-10;99;
9GLAGXEI;7775;;2010-03-29;;99;
p--jo4i6;7778;;2011-10-01;;99;
QoAJKHDk;7785;;2016-11-15;2115-11-15;99;
NBuBkywF;7786;;2016-08-01;2115-08-01;99;
QvutSVoV;7801;"9735C;  9229C;  9228C";2019;2044;25;All the licences are valid until 2044 with the potential to extend for an additional 25 years
330GpUBV;7807;;;;25;
DfEsCqAS;7809;;2005;;;The project is expected to span 20 years
N9iKTpzp;7810;0208/2008;2008;2030;22;Size - 61 604 ha with authorized use 40 000 m3 of wood.
jSNiUXkG;7821;0165/ 2008;2008;2026-12-31;18;"Size - 110 168 ha with authorized use 125 000 m3 of wood. The company was operating before 2014 on this territory is ZAO""Dvik"" (in 2014 this company was dissolved)."
6CGRqiaa;7822;2975/2018;2018;2067-03-19;49;Size - 152 033 ha with authorized use of wood 150 000 m3.
SPw4DWa7;7823;2974/2018;2018;2067-03-19;49;Size - 282 046 ha with authorized use 300 000 m3 of wood.
D25dAK75;7827;;2017-12;;25;25 year Mining concession awarded in December 2014 (renewable for a further 25 years). Mining contract approved by the Council of Ministers and signed in December 2017.
XI39FEwz;7830;288;;2067-03-30;;Size - 200 415 ha with authorized annual use of wood - 196,4 m3 (maximum duration lease agreement is 49 years)
JotPAMnI;7831;289;;2067-03-29;;Size - 412 378 ha with authorized annual use of wood - 303 m3 (maximum duration lease agreement is 49 years)
-PifvzA6;7833;290;2018-03-30;2067-03-29;;Size - 12 480 ha with authorized annual use of wood - 18,8 m3 (maximum duration lease agreement is 49 years)
kn2SwPBV;7834;291;2018-03-30;2067-03-29;;Size - 16 261 ha with authorized annual use of wood - 30,3  m3 (maximum duration lease agreement is 49 years)
gDhKvszA;7835;292;2018-03-30;2067-03-29;;Size - 190 827 ha with authorized annual use of wood - 112,9 m3 (maximum duration lease agreement is 49 years)
ZgZu5GdV;7836;39;2008-09-22;2053-11-29;;Size - 56917 ha with annual authorized use of wood 61.5 thousand m3.
x94LqaWt;7837;5967C;2013;;25;
Yg2ujtJa;7838;;2014;;40;Other reports claims the duration of the agreement is 20 years.
6hdEqkgB;7845;;;;15;3 078 land lease agreements
YY_4OS4C;7847;;2011-08-22;2036;25;
JI-aVIgk;7850;MC9132C;2019-02-27;;25;The mining concession be granted for an initial period of 25 years (renewable for subsequent periods of 25 years).
ag-mXKJd;7851;;2013-12-06;2038-12-06;25;25 years (renewable)
omVLgTdC;7852;П-20/2;2008-12-16;2057-12-16;49;"Cadastral numbers - [22:49:010201:1]; [22:49:010201:3]; [22:49:010201:4]; [22:49:010201:5]; [22:49:010201:6]; [22:49:010201:7]; [22:36:120001:381]; [22:36:120002:475]; [22:36:120005:1]; [22:49:120006:1]."
vfu7BniW;7853;П-20/3;2008-12-16;2057-12-16;49;"Cadastral numbers - [22:16:010001:1]; [22:16:010002:8]; [22:16:020010:959]."
_NlleJd_;7854;8770C;2018-03;;;
sX59kDa-;7855;;;;27;
6W_WbBA0;7856;;2011-10-06;;25;
LxRMg0cu;7857;П-20/4;2008-12-16;2057-12-16;49;There were 8 additional agreements to the Contract.
xokMr8i8;7858;;;;25;"The power generated from the project is sold to Electricity Generating Authority of Thailand under a power purchase agreement for a period of 25 years.

"
UCRRjt9Z;7859;П-20/1;2008-12-16;2057-12-16;49;There were 10 additional agreements to the Contract.
z_mrK7Nm;7860;№ 21/1;2009-12-01;2058-12-01;49;There were 7 additional agreements to the Contract.
GuW8DfVa;7862;;;;;No available data
dFDvR5qC;7865;;;;;At first, the military commandeered for the East military department, but in 2001, they  handed over Shwe Thun Lwin Company.
2izYXIDa;7867;;2016-10-19;2036-10-19;20;The power purchase deal signed between Bangladesh Power Development Board (BPDB) and Singapore based company HDFC SinPower Ltd. The deal had a condition that the power plant will be in operation within 18 months.
DmTfwj16;7870;CFMA Bluyeama;2012;;15;The people of Bluyeama Clan signed a CFMA with the FDA as a legal contract made and entered into on 10 January 2012. The CFMA is valid for 15 year and subject to revision which can either lead to extension or cancellation. The community further sub-contracted the forest management  to  SAPLI (a logging company) on January 30th, 2016. This MOU covers a period of 15 years .
j07S3Cr3;7872;;2017-10-16;2037-10-16;20;"According to the power purchase agreement signed on October 26, 2017, the Bangladesh Power Development Board (BPDB) and Teesta Solar Limited have signed a 20-year power purchase agreement (PPA) to buy electricity from this plant. 

"
gcdijERe;7875;CFMA 1;2011-05-18;2013-05-31;;The concession expired on 31 May 2013, yet pre-felling activities are currently continuing in the absence of a contract.
OYgUHcuv;7876;CMFA 2 (Blouquia);2011-05-18;;;
-0ENrtQX;7877;CFMA 4;2011;2026;15;
Hbjv9Gyn;7879;CFMA Doru;2011;2031-05-31;;
fxDd3MhS;7880;;;;;They singed MOU in 2015 and another contract (M)N) singed in 2017 and the project started in 2018.
YQYS7a0U;7891;;2015-06-09;2114-06-08;99;Permanent lease deed had been signed in June 9, 2015 for 571 hectares of land.
RpijKlAU;7892;Sewaca CFMA;2017-06-25;2032-06-25;15;"The Sewacujoe CFMA contract was issued on June 25, 2017 for 15 years (expires 2032). The community entered into a 15-year agreement with Mandra the same year.
The contract with Mandra Forestry Liberia Ltd was terminated by the community in 2024 due to serious breaches of the social agreement, including failure to provide infrastructure, payments, and transparency."
0oOiE38L;7892;;2024;2029;5;The new contract signed between the Sewacajua community and Dept Limited in September 2024 establishes a five-year forest concession. The company committed to building internal roads, a clinic, completing two secondary schools, providing scholarships, and hiring forest guards.
aJ3PLi-v;7893;;2017-03-25;2032-03-24;15;
BT6PWWRz;7894;;2018-01-17;2033-01-16;15;"In an unsigned MOU dated October 2020, the People of Zuzohn Clan appear to have negotiated a switch from Booming Green to Nexview Liberia Ltd (NELL) over the chinese company fialing to live up to its contract obligations.
In March 2021  Nexview, Booming Green, and the Community signed a “Third Party Agreement General Release and Cancellation,” which releases Booming Green of all obligations."
3s4yQaRl;7896;;2018-09-12;;;Bangladesh Economic Zones Authority (BEZA) and Siam Siam International signed an agreement for turning the natural island into an exclusive tourism park on 12 Sep 2018. (Source: Daily Sun on 12 Sep 2018)
yRPvLawC;7897;8955C;;2042-12-05;25;The latest agreement, Mining Concession 8955C, is set to be valid for a 25-year period up to 5 December 2042
TCxbZARf;7900;4703C;2011-11-11;2036-11-11;25;
ss_04sxD;7903;;;2019-06-18;;A source indicated that the area is controlled by the investor since February 1991 but it is unclear if the current permit that will ended in 2019 is the same with the one that started in 1991
CsX7paSw;7906;;2015;;;Officials have estimated the project lifespan to be about 30 years.
QAlevfEO;7909;;2009;2059;50;Sub-leased to Brazil Agro for rice cultivation
FKYgZYBT;7910;;;;50;
MZ_5xfIS;7911;N° 005/CR/D;2013-07-04;;;There are non expiration date and no duration for the agreement
i7mIwqqY;7917;2-2008-12-167-З;2008-12-16;;55;Forest management plan says about 55 years
bKqreefP;7921;14/HGU/BPN/2002;2002;;;
iaqae4oX;7922;64/HGU/BPN/05;2005;;35;
3UbVGjas;7923;Kepala BPN No. 33/HGU/BPN RI/2007;2007-06;2042-06;35;Plantation Permitted (Izin Usaha Perkebunan) no. 525.26/605/X/ EKBANG/2005, date 15th October 2005, ± 5,734.84 ha
oqzn_vNt;7924;HGU No 44 (2008);2008;;;
yUVfts4I;7927;2-2008-12-168-З;2008-12-16;;55;Forest management plan says about 55 years
H3sIQGIa;7928;2-2008-12-169-З;2008-12-16;2055;47;
c3TkxB_6;7929;2-2008-12-164-З;2008-12-16;;47;
Dat5WXD4;7930;2-2008-12-163-З;2008-12-16;;47;
XGU_tjaM;7933;9/HGU/BPN/2000;2000;2030;30;
lOPBioUo;7933;17.HGU.BPN.RI.2007;2007-06-25;2036-06-28;29;
U2UmQ-pJ;7936;63/HGU/BPN/2000;2000;;;
8etu0Nhn;7938;;;;40;
d0lKoi-J;7944;;;;50;"The government has granted a 50 year land concession to Sun Paper for 30,000 hectares. The remaining 70,000 hectares is to be planted by farmers on their own land, under contract to Sun Paper.
Source: WRM"
7f2Y4RHs;7952;13/HGU/BPN/2002;2002;;;
nOCNW4wD;7953;2-2008-12-130-З;2008-12-16;;;
HPsqljlm;7954;2-2011-03-1-З;2011-03-28;;;
t4Yf16hl;7957;38/HGU/BPN/2000;2000;;;
q3GLGmpr;7960;49/HGU/BPN/2000;2000;;;Cultivation rights (HGU) covering an area of 2000 hectares after obtaining a forest area release permit
sCRiu9l1;7960;441/KPTS-II/1998;1998;;;Forest area release permit covering an area of 10,880.5 hectares
CpP_Ized;7961;2-2008-12-131-З;2008-12-16;;;
8ZHavEcC;7964;217/Menhut-II/2007;2007;;;
nHLtAVIv;7967;;2007-11-03;2037-11-03;30;
eNfrGKyE;7968;;2010-06-08;2023-06-07;13;
bU1myTm1;7969;60/З-2010-04;2010-04-29;;;
0YngjPQS;7971;;2018-02-20;;30;
3J_G-Dtw;7972;2-2008-12-128-З;2008-12-16;;;
Pyr-ZoJT;7973;83/HGU/BPN/2004;2014-10;2039-10;35;Cultivation right (HGU)
QObEgTg9;7974;2-2008-12-226-З;2008-12-16;;;
MbtZa2DG;7975;09/HGU/BPN/2000;2000;;;
AWGQ-T7-;7976;Decree No. 208 / Menhut-II / 2007;2007-05-25;;;
GwTYcPxp;7977;323/Menhut-II/2004;2004;;;
DWZcudRm;7980;SK.70/Menhut-II/2007;2007;;;
ww-brPGq;7982;13/HGU/BPN/2003;2003;;;
7Q322r0N;7987;HGU No. 68 to 72;2009;2044;;Land Right Title HGU No. 68 to 72 year 2009 covering at first only 11,503.48 ha
rgqUNzQ9;8008;525/481/EK/2006;2006-12-20;;;Seruyan  Regent  Decree  No.  525/481/EK/2006  on  Granting  of  IUP (plantation permit)  to PT Agromandiri  Perdana  (Taxpayer  Identification  No.  01.696.390.2-712.001) for oil palm commodity, covering an area of ±17,221 hectares in  Terawan  Village  of  Danau  Sembuluh,  Seruyan  Regency,  dated  20 December 2006.
MYxOTzpU;8009; Location Permit from Central Kalimantan Governor through Decree No. 176.460.42/2004;2004-04-08;;;Granting of Location Permit for PT Buana Artha Sejahtera Oil Palm Plantation Development in Danau Sembuluh District of Seruyan Regency and Kotabesi District of East Kotawaringin Regency, Central Kalimantan, covering an area of ±14,300 hectares,
e9XTsttQ;8009;Seruyan Regent Decree No. 500/22/Ek/2004;2004-01-30;;;covering an area of 7,000 hectares
QcjUXmu2;8009;East Kotawaringin Regent Decree [No. 02.04.28/525.26/56/II/Ekbang/04;2004-02-21;;;covering an area of ±7,300 hectares
4QrhHxtX;8009;;2011;2061;50; in 2011, Socfin signed a 50-year land lease agreement with the government of Sierra Leone and the local Chiefdom authority
FBfhYa3P;8010;FTAA-002-95-XI;1995-03-22;2020-03-22;25;Originally awarded to Western Mining Corporation.
KCahdtfC;8010;FTAA-002-95-XI (Amended);1995-03-22;2032-03-22;32;The term of the FTAA was extended for a period of 12 years on June 8, 2016. SMI requested for a 12-year extension of the term of FTAA No 02-95-XI to restore the equivalent period of time lost due to force majeure in view of the various problems it is encountering in the contract area...such as the legal conflicts, the ban on open-pit mining, the issuance of the CLOAs (Certificate of Land Ownership Awards), peace and order problem and delays in government approval.
VPQt5cCI;8033;;2005;;;Its land permit was granted with the Decree of District Head of Gunung Mas No. 180 of the year 2005, dated 31 August 2005, covering a total of 20,000 ha. This was later extended by the Decree of District Head of Gunung Mas No. 113 of the year 2009, dated 15 June 2009, covering the same land area. On 2013, PT ALS received its land permit extension from the head of Gunung Mas District through the decree number 44/2013 with the total area of 19.752 ha
OhQC1uku;8034;No.  227.B/BPN/2010;2010;;;
-bKUJVIU;8043;84/HGU/BPN/2004;2004;;;Lease for oil palm (for HGUs) - 84/HGU/BPN/2004
D3oFlAXB;8044;92/HGU/BPN/2004;2004;2033-06-08;29;Although there exist four estates the land was acquired on the same land use title.
CVyIE5Hu;8046;34/HGU/BPN/2005;2005;;;
z9b9SPLe;8050;;2004-09-03;;;"The business activities of PT AKPL are based on a Location Permit from the Head of Kotawaringin Timur District under the Decree of Kotawaringin Timur District Head No 613.460.42 in Sampit dated 3 September 2004 (for a total plantation area of ±20,000 ha) and the Decree of Kotawaringin Timur District Head No 393.400.9.62.02/VII/2010 concerning a Land Permit.

PT Agrokarya Prima Lestari is strongly suspected of not having any permits or licenses, such as a cultivation rights permit (HGU) for land management. The company only has a location permit."
kJyvPAvl;8055;525/077/EK/2005;2005;;;Plantation Business License (Izin Usaha Perkebunan Budidaya—IUP): Decree of the Seruyan District Head No. 525/077/EK/2005. Land Use Title (Hak Guna Usaha—HGU) is in process (based on old RSPO reports).
djVcysli;8057;525.26/210/III/EKBANG/2007;2007-03-06;;;"Plantation business permit for 14.300 Ha issued by Kotawaringin Timur District (No. 525.26/210/III/EKBANG/2007 dated 6th March 2007). Land use title (HGU) is in process based on old RSPO report

Until 2024, this company is indicated as not yet having a cultivation rights title (HGU)."
pCOTwlZA;8058;;;;50;On production forest areas, where the future expansion will focus on, the company works with 30 year concession agreements with an optional extension of 20 years.
Qk1uOg0b;8059;45/HGU/BPN/98/A/86;1999-01-27;2034-01-26;35;
8aUCd6hs;8060;;;;;No official or public documents were found regarding the investment or land lease contract involving PT Budidaya Agro Lestari. Contractual terms such as duration, scope, or rights granted remain undisclosed. Further investigation or access to government records may be required to verify the existence and content of such agreements.
HS9cOlVc;8061;No.47/2014;2014;;;
yu1-eUNQ;8062;11/HGU/BPN/2000;2000-01-01;;;
VBMoN678;8063;;2012;2062;50;
whF4nd5n;8066;29/HGU/BPN/2003;;;;
rsOU2ud7;8068;85/HGU/BPN/2004;2004-11-01;2039-10-29;35;This license is for two parcels of land with a total area of 15.653 hectares
rX4Y6-tO;8068;83/HGU/BPN/2004;2004-11-1;2048-08-07;44;This license is for one block of land with a total area of 3.700,5 hectares
AFGyHPpr;8071;223/DISBUN-D/2012;2012-05-01;;;Plantation   Business   Concession   for   Cultivation   (IUP-B) based  on  Ketapang  Regent  Decree  No.  223/DISBUN-D/2012  dated  1  May 2012 which granted PT KGP with a total area of 10,000 hectare.
Rrr8WOcR;8071;59/HGU/BPN RI/2013;2013-10-03;2048-10-02;35;status of the right to cultivate (HGU) license covering an area of 9343 hectares
_0QMhXf3;8072;224/DISBUN-D/2012;2012-12-30;;;Extension of Land Permit based on Ketapang District Head’s Decree no. 528 dated 30 December 2009 covering ± 20.000 ha. Plantation Business Permit: Ketapang District Head’s Decree Number: 224/DISBUN-D/2012  dated  1 May 2012.
gt_ftwgz;8078;SK Nomor 25/HGU/BPN/1994;1994;2023-12;30;There are indications of overlap between the ivomas tunggal oil palm plantation and the forest area.
9uzqW6LN;8078;Decree of the Governor of Riau Province No.Kpts.532/XII/1984;1984-12-7;;;
Nj68-WrO;8079;;;;;cant't find a HGU number but the GFW data mentions that there is a HGU contract
u2wVSYyj;8082;;2007;2057;50;Mere Plantations owns the leasehold rights for 50 years on over 4,000 Hectares (10,000 Acres) of degraded forestland. 
hag2bkKX;8083;;2009;;;
T4fpyGnk;8086;230/DISBUN-D/2012;2012-05-07;;;PT  CNG  has  obtained  Oil  PalmPlantation  Business  for  Cultivation  (IUP-B) in  accordance  with  Ketapang  Regent’s  Decree  No.  230/DISBUN-D/2012 dated 7 May 2012 on PT CNG Oil Palm IUP-B of 3,312 hectares
